Case Number,Case Type,Address,Description,Case Group,Date Case Created,Last Inspection Date,Last Inspection Result,Status,Permit and Complaint Status URL,Latitude,Longitude,Location
1026424,HOUSING / ZONING,110 N 104TH ST,11/02/11 bg - Housing violations in Unit 1 - photos taken,HOUSING,11/04/2011,12/19/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026424,47.704585,-122.357572,"(47.704585, -122.357572)"
1026423,HOUSING / ZONING,6326 17TH AVE NE,11/04/11 bg - zoning - illegal unit in the basement. photos taken,ZONING,11/04/2011,12/22/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026423,47.675572,-122.309553,"(47.675572, -122.309553)"
1026422,CITATION,2401 NW 98TH ST,"Violation of the Land Use & Zoning Code: boat on trailer stored in required front yard, 4 vehicles, one possible in-op & camper top stored in front of off-street parking space.  Photos in file.",ZONING,11/04/2011,12/16/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026422,47.699947,-122.38789,"(47.699947, -122.38789)"
1026421,HOUSING / ZONING,8823 RAVENNA AVE NE,Violation of Land Use- Illegal detached dwelling unit,ZONING,11/04/2011,02/07/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026421,47.69261,-122.302868,"(47.69261, -122.302868)"
1026420,CONSTRUCTION,4213 UNIVERSITY WAY NE,WIRING MUST BE CORRECTED PER THE NATIONAL ELECTRIC CODE,ELECTRICAL,11/04/2011,04/13/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026420,47.658791,-122.313484,"(47.658791, -122.313484)"
1026419,HOUSING / ZONING,14338 DENSMORE AVE N,Violation of the Just Cause Eviction Ordinance due to deficient notice to terminate tenancy.,JUST CAUSE EVICTION,11/03/2011,11/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026419,47.73345,-122.338457,"(47.73345, -122.338457)"
1026418,HOUSING / ZONING,12312 40TH AVE NE,Violation of the Just Cause Eviction Ordinance due to landlord issuing a deficient notice to terminate tenancy.,JUST CAUSE EVICTION,11/03/2011,11/17/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026418,47.717804,-122.284998,"(47.717804, -122.284998)"
1026417,CITATION,2127 49TH AVE SW,"junk storage, sf zone",ZONING,11/03/2011,12/08/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026417,47.584614,-122.394358,"(47.584614, -122.394358)"
1026416,CITATION,2002 S BRANDON ST,10/25/11 KB LU violation exists - inop,ZONING,11/02/2011,02/02/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026416,47.554575,-122.306512,"(47.554575, -122.306512)"
1026415,CITATION,5114 20TH AVE S,10/25/11 KB Land Use vio (inop) exists,ZONING,11/02/2011,02/09/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026415,47.556433,-122.306821,"(47.556433, -122.306821)"
1026414,CITATION,5741 WILSON AVE S,11/1/11 KB inspected property and LU junk storage vio exists,ZONING,11/02/2011,03/13/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026414,47.549969,-122.26531,"(47.549969, -122.26531)"
1026413,CITATION,7705 SEWARD PARK AVE S,11/1/01 KB inspected property and LU (inops) vio exists,ZONING,11/02/2011,05/14/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026413,47.533749,-122.26738,"(47.533749, -122.26738)"
1026412,HOUSING / ZONING,1111 34TH AVE,Land Use Code Violation,ZONING,11/02/2011,11/16/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026412,47.61202,-122.289703,"(47.61202, -122.289703)"
1026411,CITATION,5518 37TH AVE S,10/31/11 KB determined LU violation - junk storage,ZONING,11/02/2011,02/02/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026411,47.552136,-122.286151,"(47.552136, -122.286151)"
1026410,CITATION,8436 SEWARD PARK AVE S,10/31/11 KB LU violation - Home Occupation,ZONING,11/02/2011,05/17/2012,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026410,47.527476,-122.2655,"(47.527476, -122.2655)"
1026409,CITATION,3227 S EDMUNDS ST,10/31/11 KB - will send letter regarding rooster - LU,ZONING,11/02/2011,10/31/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026409,47.558503,-122.290269,"(47.558503, -122.290269)"
1026408,CITATION,6200 SEWARD PARK AVE S,10/31/11 KB Weeds violation exists,WEEDS AND VEGETATION,11/02/2011,04/23/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026408,47.546479,-122.26148,"(47.546479, -122.26148)"
1026407,HOUSING / ZONING,3850 22ND AVE SW,Vacant Building Code violations observed.,VACANT BUILDING,11/02/2011,03/13/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026407,47.568642,-122.360868,"(47.568642, -122.360868)"
1026406,HOUSING / ZONING,1437 S HINDS ST,10/25/11 KB inspected property and HBMC and Land Use violations exist,ZONING,11/02/2011,10/25/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026406,47.573111,-122.314275,"(47.573111, -122.314275)"
1026405,HOUSING / ZONING,2648 14TH AVE W,"Multiple housing violations, all related to water penetration into the building.",HOUSING,11/02/2011,12/09/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026405,47.644339,-122.374402,"(47.644339, -122.374402)"
1026404,HOUSING / ZONING,9233 13TH AVE SW,Vacant Building Code violations observed.,VACANT BUILDING,11/02/2011,01/25/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026404,47.51999,-122.352059,"(47.51999, -122.352059)"
1026403,HOUSING / ZONING,2115 NE 130TH ST,"10/28/11 ej- Observed housing code violations such as but not limited to, missing handrail, missing smoke detector, leaking faucet and other miscellaneous items.",HOUSING,11/02/2011,12/12/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026403,47.721691,-122.305592,"(47.721691, -122.305592)"
1026402,HOUSING / ZONING,918 N 103RD ST,Vacant Building Code violations observed.,VACANT BUILDING,11/02/2011,12/22/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026402,47.703805,-122.346495,"(47.703805, -122.346495)"
1026401,CITATION,1937 3RD AVE W,Outdoor junk and trash.,ZONING,11/02/2011,02/09/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026401,47.637063,-122.361302,"(47.637063, -122.361302)"
1026400,CITATION,12550 17TH AVE NE,10/28/11 ej-Observed more than the allowed 8 chicken on a single family lot and the chicken coop is to close to the neighboring home.,ZONING,11/02/2011,11/23/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026400,47.721048,-122.310162,"(47.721048, -122.310162)"
1026399,CONSTRUCTION,4718 W RUFFNER ST,CONNECT SANITARY SEWER TO THE APPROVED DISCHARGE POINT AT THE CITY FORCE MAIN,SITE,11/02/2011,04/02/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026399,47.65238,-122.418128,"(47.65238, -122.418128)"
1026398,UNFIT BUILDING OR PREMISES,4736 25TH AVE SW,unfit residence and premises-,BUILDING AND PREMISES,11/01/2011,03/11/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026398,47.559977,-122.363934,"(47.559977, -122.363934)"
1026397,HOUSING / ZONING,4849 21ST AVE SW,unfit badly deteriorated single family residence. Refer to CA for follow up.,VACANT BUILDING,11/01/2011,04/16/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026397,47.557449,-122.360405,"(47.557449, -122.360405)"
1026396,CONSTRUCTION,3301 LAKEWOOD AVE S,Permit 6309421 was issued 2/1/12 and Permit 6302361 was issued 5/3/12 and both permits received final approval 11/2/12 for work originally started without a permit and inspections.,BUILDING,11/01/2011,11/02/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026396,47.573102,-122.282364,"(47.573102, -122.282364)"
1026395,HOUSING / ZONING,1622 E YESLER WAY,Land Use Code Violation,ZONING,11/01/2011,02/21/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026395,47.601876,-122.310822,"(47.601876, -122.310822)"
1026394,CONSTRUCTION,7103 44TH AVE S,Permit 6300923 was issued 2/8/12 and received final approval 2/10/12 for work originally started without a permit and inspections.,BUILDING,11/01/2011,02/10/2012,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026394,47.538689,-122.278357,"(47.538689, -122.278357)"
1026393,CONSTRUCTION,758 38TH AVE,STOP WORK POSTED FOR EXCAVATING IN ECA FOR INSTALLATION OF RETAINING WALLS--PERMIT NEEDED,BUILDING,11/01/2011,05/04/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026393,47.608842,-122.284525,"(47.608842, -122.284525)"
1026392,CONSTRUCTION,5010 15TH AVE NE,PERMIT REQUIRED FOR BACONY CONSTRUCTION,BUILDING,11/01/2011,11/17/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026392,47.665264,-122.311647,"(47.665264, -122.311647)"
1026391,CONSTRUCTION,9501 SAND POINT WAY NE,PERMIT REQUIRED FOR ATTACHED SHED,BUILDING,11/01/2011,08/01/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026391,47.697694,-122.278034,"(47.697694, -122.278034)"
1026390,CITATION,4239 S JUNEAU ST,10/10/11 KB inspected property and Land Use violation exists-junk storage and potental illegal unit,ZONING,10/31/2011,02/01/2012,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026390,47.54957,-122.279161,"(47.54957, -122.279161)"
1026389,HOUSING / ZONING,3016 E HOWELL ST,Emergency Condition,HOUSING,10/31/2011,10/31/2011,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026389,47.617786,-122.292744,"(47.617786, -122.292744)"
1026388,CITATION,12753 11TH AVE NW,owner agreed to a zoning violation,ZONING,10/31/2011,12/30/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026388,47.722975,-122.370759,"(47.722975, -122.370759)"
1026387,HOUSING / ZONING,506 10TH AVE E,Vacant Building Code violations observed.,VACANT BUILDING,10/31/2011,02/29/2012,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026387,47.623418,-122.319644,"(47.623418, -122.319644)"
1026386,CITATION,1007 15TH AVE E,A structure has been built in the required side yard.,ZONING,10/31/2011,12/08/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026386,47.627999,-122.312875,"(47.627999, -122.312875)"
1026385,CONSTRUCTION,516 15TH AVE E,PERMITS ARE REQUIRED FOR AWNING REPAIR,BUILDING,10/31/2011,04/16/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026385,47.623908,-122.312471,"(47.623908, -122.312471)"
1026384,TENANT RELOCATION ORDINANCE,1012 NE 63RD ST,Application for a Tenant Relocation License. Total units:2;total units occupied:2. Demolition.,,10/31/2011,,,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026384,47.674354,-122.31674,"(47.674354, -122.31674)"
1026383,HOUSING / ZONING,14314 GREENWOOD AVE N,zoning_ change of use permit needed.,ZONING,10/28/2011,06/12/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026383,47.732878,-122.355092,"(47.732878, -122.355092)"
1026382,CITATION,12706 25TH AVE NE,"10/27/11 ej- Observed outdoor junk storage such as but limited to, tires, possible inoperable vehicle(Chev Blazer), buckets and taterd tarpes and other miscellaneous items.",ZONING,10/28/2011,06/07/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026382,47.721552,-122.301696,"(47.721552, -122.301696)"
1026381,HOUSING / ZONING,1542 NE NORTHGATE WAY,"House & shed open to entry; outdoor storage, pictures in file.",VACANT BUILDING,10/28/2011,04/05/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026381,47.708756,-122.310628,"(47.708756, -122.310628)"
1026380,HOUSING / ZONING,12337 3RD AVE NE,"Rearb window open to entry; 2 smaller windows open to weather;   outdoor storage, pictures in file",VACANT BUILDING,10/28/2011,11/09/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026380,47.718803,-122.32655,"(47.718803, -122.32655)"
1026379,CONSTRUCTION,1827 NE 58TH ST,INSPECTOR SAYS THAT WORK CAN BE DONE WITH A STFI PERMIT,BUILDING,10/28/2011,01/10/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026379,47.67067,-122.307377,"(47.67067, -122.307377)"
1026378,CITATION,3718 34TH AVE SW,veg issue resolved,WEEDS AND VEGETATION,10/28/2011,11/28/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026378,47.570673,-122.374732,"(47.570673, -122.374732)"
1026377,CITATION,206 20TH AVE,Land Use Code Violation,ZONING,10/27/2011,12/05/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026377,47.603803,-122.306028,"(47.603803, -122.306028)"
1026376,CITATION,7538 RAVENNA AVE NE,Violation of Land use- Fence in rear exceed required fence height,ZONING,10/27/2011,12/19/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026376,47.684199,-122.303798,"(47.684199, -122.303798)"
1026375,CITATION,3714 34TH AVE SW,veg issue resolved,WEEDS AND VEGETATION,10/27/2011,11/28/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026375,47.57077,-122.374819,"(47.57077, -122.374819)"
1026374,CITATION,3710 34TH AVE SW,veg issue resolved,WEEDS AND VEGETATION,10/27/2011,11/28/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026374,47.570888,-122.374819,"(47.570888, -122.374819)"
1026373,CITATION,3706 34TH AVE SW,veg haz,WEEDS AND VEGETATION,10/27/2011,11/28/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026373,47.570999,-122.374826,"(47.570999, -122.374826)"
1026372,CITATION,3704 34TH AVE SW,veg issue resolved,WEEDS AND VEGETATION,10/27/2011,11/28/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026372,47.571093,-122.374812,"(47.571093, -122.374812)"
1026371,CITATION,2542 1ST AVE W,The back yard is packed full of outdoor storage.,ZONING,10/27/2011,07/05/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026371,47.642712,-122.357903,"(47.642712, -122.357903)"
1026370,CITATION,7779 HIGHLAND PARK WAY SW,"Outdoor junk storage including but not limited to sofas, and bags of garbage stored in the req.yards.",ZONING,10/27/2011,03/19/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026370,47.532409,-122.347237,"(47.532409, -122.347237)"
1026369,CONSTRUCTION,332 5TH AVE N,ELECTRICAL PERMIT IS REQUIRED FOR INSTALLING EXTERIOR LIGHTING,ELECTRICAL,10/26/2011,12/05/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026369,47.621685,-122.347216,"(47.621685, -122.347216)"
1026368,HOUSING / ZONING,7938 34TH AVE SW,Vacant Building Code violations observed.,VACANT BUILDING,10/26/2011,11/07/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026368,47.530759,-122.374995,"(47.530759, -122.374995)"
1026367,HOUSING / ZONING,7803 8TH AVE S,Vacate and close due to water service not being restored.,HOUSING,10/26/2011,12/12/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026367,47.532527,-122.323091,"(47.532527, -122.323091)"
1026366,CITATION,7703 MARY AVE NW,observed large blue tarp in rear yard- contents under unknown.,ZONING,10/26/2011,10/19/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026366,47.685253,-122.375738,"(47.685253, -122.375738)"
1026365,HOUSING / ZONING,5113 S CRESTON ST,Vacant Building Code violations observed.,VACANT BUILDING,10/25/2011,12/12/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026365,47.506806,-122.269436,"(47.506806, -122.269436)"
1026364,CITATION,1731 N 128TH ST,"10/20/11 ej- Observed RV parked in the required front yard, 4 Gallons Above The Rest landscaping trucks along 128th St.",ZONING,10/25/2011,12/05/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026364,47.721803,-122.335876,"(47.721803, -122.335876)"
1026363,HOUSING / ZONING,7352 14TH AVE NW,Vacant Building Code violations observed.,VACANT BUILDING,10/25/2011,02/15/2012,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026363,47.682979,-122.373352,"(47.682979, -122.373352)"
1026362,CITATION,817 NW 64TH ST,"Violation of the Land Use Code/possible in-op vehicle in driveway; also outdoor junk storage including but not limited to: broken glass, broom, cleaning supplies, electrical cord, salvaged wood, filled garbage bags, box fan, trash & debris.  Photo in file.",ZONING,10/25/2011,11/15/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026362,47.675088,-122.366896,"(47.675088, -122.366896)"
1026361,CITATION,3259 NW 56TH ST,"Minor Violation of the Land Use Code: Chicken coop in required front yard. Tools, plant hoops, misc equip/for yard sale, will remove asap. Park bench isn't violation (junk storage). SDOT issue, if any. Motorcycle not in-op.",ZONING,10/25/2011,11/30/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026361,47.669338,-122.400918,"(47.669338, -122.400918)"
1026360,HOUSING / ZONING,9404 36TH AVE SW,Vacant Building Code violations observed.,VACANT BUILDING,10/25/2011,03/13/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026360,47.519027,-122.377848,"(47.519027, -122.377848)"
1026359,HOUSING / ZONING,8850 14TH AVE SW,Vacant Building Code violations observed.,VACANT BUILDING,10/25/2011,03/05/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026359,47.523206,-122.352559,"(47.523206, -122.352559)"
1026358,CONSTRUCTION,1813 THORNDYKE AVE W,SIDE SEWER PERMIT REQUIRED--EXCAVATE REPAIR AND INSTALL CODE APPROVED PIPE AND TYPE 22 BEDDING,SITE,10/25/2011,01/03/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026358,47.63548,-122.390649,"(47.63548, -122.390649)"
1026357,CITATION,5220 19TH AVE NE,Violation of Land Use- Parking of more than three (3) vehicles outdoor on single family lot,ZONING,10/25/2011,12/12/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026357,47.667023,-122.306901,"(47.667023, -122.306901)"
1026356,CITATION,1766 17TH AVE S,obseerved small amount of outdoos rtorage by motor home parked in front yard/driveway,ZONING,10/24/2011,10/24/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026356,47.587208,-122.310207,"(47.587208, -122.310207)"
1026355,HOUSING / ZONING,3016 E HOWELL ST,Emergency Order,HOUSING,10/24/2011,10/25/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026355,47.617786,-122.292744,"(47.617786, -122.292744)"
1026354,HOUSING / ZONING,2309 N 45TH ST,Violation of Land Use- Unpermitted permit,ZONING,10/24/2011,02/01/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026354,47.661165,-122.330859,"(47.661165, -122.330859)"
1026353,CITATION,2568 S GRAHAM ST,spoke w/tenant- rooster is loose in neighborhood- not theirs- not feeding it- contacted animal control,ZONING,10/24/2011,12/20/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026353,47.546456,-122.29739,"(47.546456, -122.29739)"
1026352,HOUSING / ZONING,11561 4TH AVE NW,Vacant Building Code violations observed.,VACANT BUILDING,10/24/2011,04/12/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026352,47.713976,-122.362624,"(47.713976, -122.362624)"
1026351,HOUSING / ZONING,9020 39TH AVE SW,light and glare violation,ZONING,10/24/2011,10/24/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026351,47.52223,-122.3818,"(47.52223, -122.3818)"
1026350,CITATION,816 NE 67TH ST,Violation of Land Use- Outdoor junk storage,ZONING,10/24/2011,11/07/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026350,47.677493,-122.319314,"(47.677493, -122.319314)"
1026349,CONSTRUCTION,2200 WESTERN AVE,The vitaminwater zero off-premises advertising sign has been removed.,SIGNS,10/21/2011,05/02/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026349,47.612304,-122.346125,"(47.612304, -122.346125)"
1026348,CITATION,8409 32ND AVE SW,hazardous junk storage on vacant lot in sf zone,ZONING,10/21/2011,12/15/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026348,47.527959,-122.374281,"(47.527959, -122.374281)"
1026347,CONSTRUCTION,8424 CALIFORNIA AVE SW,"Removing vegetation and building stairs, a deck & fencing in a Steep Slope Environmentally Critical Area requires a revegetation plan, permit & inspections from DPD.",SITE,10/20/2011,11/02/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026347,47.527753,-122.38725,"(47.527753, -122.38725)"
1026346,HOUSING / ZONING,4106 STONE WAY N,observed sign on building- for spanish immersion pre-school- last use established was for customer service,ZONING,10/20/2011,05/29/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026346,47.657153,-122.342055,"(47.657153, -122.342055)"
1026345,CITATION,948 N 77TH ST,"10/6/11, 10/20/11 ej- Observed outdoor junk storage such as but not limited to, couch, wood, furniture and other miscellaneous items.",ZONING,10/20/2011,12/01/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026345,47.68501,-122.345095,"(47.68501, -122.345095)"
1026344,CONSTRUCTION,516 7TH AVE S,STOP WORK ORDER posted 10/19/11 & removed 10/26/11 for making modifications to the storefront & to the site requires approval from the International Special Review District (ISRD). Contact Rebecca Frestedt/ISRD at 684-0226 for information.,BUILDING,10/20/2011,10/26/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026344,47.597802,-122.323208,"(47.597802, -122.323208)"
1026343,HOUSING / ZONING,757 N 65TH ST,"Violation of Land Use Code/fence over-height: 8ft solid in driveway, up to 11'10' on top of retaining wall in rear yard.  Photo in file.",ZONING,10/20/2011,12/16/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026343,47.67586,-122.348973,"(47.67586, -122.348973)"
1026342,HOUSING / ZONING,8902 14TH AVE S,Operating a major repair auto repair w/o permits.,ZONING,10/20/2011,03/23/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026342,47.523602,-122.314607,"(47.523602, -122.314607)"
1026341,HOUSING / ZONING,1020 UNIVERSITY ST,HBMC Violation,HOUSING,10/20/2011,11/15/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026341,47.611606,-122.327759,"(47.611606, -122.327759)"
1026340,CONSTRUCTION,3617 PALATINE AVE N,"PERMIT NEEDED FOR NEW WINDOWS, SHEETING, SIDING",BUILDING,10/19/2011,11/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026340,47.653348,-122.356904,"(47.653348, -122.356904)"
1026339,CITATION,1415 29TH AVE,Land Use Code Violation,ZONING,10/19/2011,11/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026339,47.613463,-122.295183,"(47.613463, -122.295183)"
1026338,HOUSING / ZONING,3217 S EDMUNDS ST,Vacant Building Code violations observed.,VACANT BUILDING,10/19/2011,10/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026338,47.55852,-122.290663,"(47.55852, -122.290663)"
1026337,CITATION,7746 15TH AVE NE,"10/14/11 ej- Observed outdoor junk storage such as but not limited to, televisions, buckets and other household items on the property.",ZONING,10/19/2011,12/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026337,47.686221,-122.311882,"(47.686221, -122.311882)"
1026336,HOUSING / ZONING,1206 SUMMIT AVE,HBMC Violation,HOUSING,10/18/2011,11/14/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026336,47.611854,-122.324193,"(47.611854, -122.324193)"
